TweetID,TweetText,TweetDate,TweetTimeIST,WeekdayName,IsWeekday,TweetCharacterCount,TweetWordCount,Impressions,Likes,Replies,Retweets,UserProfileClicks,HashtagClicks,URLClicks,TotalClicks,Engagements,EngagementRate,MediaEngagements,MediaViews,UserName,IsOddDate,EvenImpressions,HourIST
373,Sample tweet content number 373,2024-01-08,00:27:00,Monday,True,45,7,9378,14,59,126,23,16,5,44,243,2.59,78,253,User_95,False,True,0
374,Sample tweet content number 374,2024-04-16,11:17:00,Tuesday,True,91,66,7660,52,65,115,20,22,2,44,276,3.6,19,484,User_32,False,True,11
375,Sample tweet content number 375,2024-03-25,16:01:00,Monday,True,51,72,9242,93,46,16,48,3,36,87,242,2.62,33,957,User_40,True,True,16
376,Sample tweet content number 376,2024-04-22,11:29:00,Monday,True,94,17,5692,149,68,137,10,27,19,56,410,7.2,100,365,User_99,False,True,11
377,Sample tweet content number 377,2024-04-28,08:14:00,Sunday,False,258,66,1376,9,27,6,26,19,14,59,101,7.34,90,286,User_65,False,True,8
378,Sample tweet content number 378,2024-04-19,10:55:00,Friday,True,31,72,3609,72,6,106,9,8,26,43,227,6.29,38,548,User_26,True,False,10
379,Sample tweet content number 379,2024-03-02,17:44:00,Saturday,False,36,11,6321,48,12,139,9,24,30,63,262,4.14,3,95,User_85,False,False,17
380,Sample tweet content number 380,2024-02-03,21:12:00,Saturday,False,76,33,5605,116,57,72,35,9,7,51,296,5.28,18,575,User_55,True,False,21
381,Sample tweet content number 381,2024-01-30,13:28:00,Tuesday,True,216,31,7826,22,96,90,5,23,24,52,260,3.32,51,261,User_58,False,True,13
382,Sample tweet content number 382,2024-03-19,15:06:00,Tuesday,True,70,18,4605,136,43,109,24,21,2,47,335,7.27,78,52,User_25,True,False,15
383,Sample tweet content number 383,2024-03-22,00:22:00,Friday,True,121,17,1642,30,25,13,24,22,18,64,132,8.04,26,734,User_22,False,True,0
384,Sample tweet content number 384,2024-03-20,20:47:00,Wednesday,True,208,12,6167,93,13,95,15,29,31,75,276,4.48,98,346,User_90,False,False,20
385,Sample tweet content number 385,2024-04-22,19:59:00,Monday,True,145,17,1650,5,54,119,29,19,8,56,234,14.18,60,453,User_78,False,True,19
386,Sample tweet content number 386,2024-04-24,09:59:00,Wednesday,True,223,59,284,49,46,144,11,30,19,60,299,105.28,96,736,User_32,False,True,9
387,Sample tweet content number 387,2024-01-11,00:50:00,Thursday,True,278,31,7618,75,17,116,15,22,4,41,249,3.27,42,951,User_41,True,True,0
388,Sample tweet content number 388,2024-02-08,18:39:00,Thursday,True,180,69,2862,143,17,76,37,11,21,69,305,10.66,70,111,User_19,False,True,18
389,Sample tweet content number 389,2024-04-15,10:42:00,Monday,True,66,14,146,110,12,83,26,17,28,71,276,189.04,78,904,User_63,True,True,10
390,Sample tweet content number 390,2024-02-12,06:59:00,Monday,True,149,79,942,155,91,34,50,28,16,94,374,39.7,42,197,User_59,False,True,6
391,Sample tweet content number 391,2024-04-05,05:39:00,Friday,True,265,43,5547,190,93,10,34,28,1,63,356,6.42,6,487,User_15,True,False,5
392,Sample tweet content number 392,2024-04-22,15:38:00,Monday,True,101,16,8092,98,9,48,50,0,22,72,227,2.81,23,591,User_27,False,True,15
393,Sample tweet content number 393,2024-04-01,02:02:00,Monday,True,55,31,7559,100,25,73,40,17,35,92,290,3.84,36,953,User_94,True,False,2
394,Sample tweet content number 394,2024-01-02,09:22:00,Tuesday,True,220,52,4309,109,7,83,23,30,18,71,270,6.27,73,921,User_80,False,False,9
395,Sample tweet content number 395,2024-02-18,01:16:00,Sunday,False,98,70,1784,94,49,38,42,1,5,48,229,12.84,53,586,User_20,False,True,1
396,Sample tweet content number 396,2024-03-28,08:36:00,Thursday,True,240,50,3402,11,63,145,48,4,38,90,309,9.08,1,832,User_17,False,True,8
397,Sample tweet content number 397,2024-03-10,23:12:00,Sunday,False,273,52,6247,40,31,113,48,13,19,80,264,4.23,40,49,User_52,False,False,23
398,Sample tweet content number 398,2024-01-19,23:15:00,Friday,True,147,69,4657,100,49,7,24,11,23,58,214,4.6,84,379,User_8,True,False,23
399,Sample tweet content number 399,2024-04-05,11:56:00,Friday,True,256,23,943,149,60,25,47,22,18,87,321,34.04,4,795,User_99,True,False,11
400,Sample tweet content number 400,2024-03-04,07:00:00,Monday,True,86,31,1208,161,63,58,43,9,1,53,335,27.73,1,693,User_11,False,True,7
401,Sample tweet content number 401,2024-01-17,11:52:00,Wednesday,True,177,37,1573,18,16,35,44,27,39,110,179,11.38,27,727,User_7,True,False,11
402,Sample tweet content number 402,2024-01-06,05:03:00,Saturday,False,73,29,4145,146,17,149,21,5,39,65,377,9.1,32,112,User_56,False,False,5
403,Sample tweet content number 403,2024-02-15,06:21:00,Thursday,True,208,17,6218,32,46,72,36,24,39,99,249,4.0,70,45,User_78,True,True,6
404,Sample tweet content number 404,2024-02-11,09:40:00,Sunday,False,265,79,4278,131,99,50,28,26,15,69,349,8.16,76,604,User_62,True,True,9
405,Sample tweet content number 405,2024-01-03,09:10:00,Wednesday,True,96,32,5670,135,96,44,4,0,27,31,306,5.4,15,539,User_17,True,True,9
406,Sample tweet content number 406,2024-03-28,22:43:00,Thursday,True,215,71,5470,163,11,68,5,10,28,43,285,5.21,91,462,User_61,False,True,22
407,Sample tweet content number 407,2024-01-17,14:51:00,Wednesday,True,196,27,9178,111,13,90,50,17,29,96,310,3.38,13,518,User_7,True,True,14
408,Sample tweet content number 408,2024-03-24,01:31:00,Sunday,False,243,9,6743,51,73,62,15,13,28,56,242,3.59,17,126,User_36,False,False,1
409,Sample tweet content number 409,2024-04-10,04:39:00,Wednesday,True,213,27,811,65,30,108,25,23,29,77,280,34.53,36,745,User_43,False,False,4
410,Sample tweet content number 410,2024-02-23,13:52:00,Friday,True,150,16,4275,24,86,110,29,13,2,44,264,6.18,60,209,User_85,True,False,13
411,Sample tweet content number 411,2024-04-02,04:11:00,Tuesday,True,236,11,3958,84,84,10,35,29,6,70,248,6.27,23,998,User_72,False,True,4
412,Sample tweet content number 412,2024-01-16,10:30:00,Tuesday,True,40,5,8889,92,64,129,0,25,20,45,330,3.71,12,958,User_41,False,False,10
413,Sample tweet content number 413,2024-03-31,21:16:00,Sunday,False,190,38,7374,156,30,109,25,9,38,72,367,4.98,2,105,User_43,True,True,21
414,Sample tweet content number 414,2024-02-02,01:08:00,Friday,True,170,71,6542,199,37,96,5,23,33,61,393,6.01,45,505,User_20,False,True,1
415,Sample tweet content number 415,2024-04-17,12:49:00,Wednesday,True,112,32,7190,158,6,36,23,30,5,58,258,3.59,7,482,User_97,True,True,12
416,Sample tweet content number 416,2024-02-27,11:39:00,Tuesday,True,85,28,5373,117,13,56,50,13,26,89,275,5.12,32,884,User_60,True,False,11
417,Sample tweet content number 417,2024-01-26,11:06:00,Friday,True,45,5,8898,118,67,41,12,15,14,41,267,3.0,77,799,User_51,False,True,11
418,Sample tweet content number 418,2024-02-11,23:41:00,Sunday,False,104,80,370,98,74,83,46,20,37,103,358,96.76,31,864,User_87,True,True,23
419,Sample tweet content number 419,2024-04-09,13:35:00,Tuesday,True,80,66,904,137,23,119,13,22,32,67,346,38.27,71,333,User_78,True,True,13
420,Sample tweet content number 420,2024-04-14,18:41:00,Sunday,False,250,78,1322,87,100,129,42,16,24,82,398,30.11,53,246,User_38,False,True,18
421,Sample tweet content number 421,2024-01-27,02:51:00,Saturday,False,119,23,3358,92,91,8,20,8,7,35,226,6.73,20,869,User_53,True,True,2
422,Sample tweet content number 422,2024-03-09,07:07:00,Saturday,False,75,66,4542,57,52,34,11,14,15,40,183,4.03,42,570,User_89,True,True,7
423,Sample tweet content number 423,2024-03-06,02:24:00,Wednesday,True,222,35,4095,69,19,21,23,23,21,67,176,4.3,13,832,User_14,False,False,2
424,Sample tweet content number 424,2024-04-12,22:55:00,Friday,True,243,7,3032,84,79,143,38,1,32,71,377,12.43,1,689,User_39,False,True,22
425,Sample tweet content number 425,2024-03-02,16:00:00,Saturday,False,169,71,7483,123,22,1,10,20,8,38,184,2.46,9,77,User_60,False,False,16
426,Sample tweet content number 426,2024-02-08,14:22:00,Thursday,True,179,66,9784,52,81,125,22,9,19,50,308,3.15,25,464,User_34,False,True,14
427,Sample tweet content number 427,2024-04-25,17:34:00,Thursday,True,279,44,881,28,12,47,19,25,32,76,163,18.5,100,258,User_38,True,False,17
428,Sample tweet content number 428,2024-01-18,20:11:00,Thursday,True,95,14,9738,86,44,57,10,14,7,31,218,2.24,23,47,User_86,False,True,20
429,Sample tweet content number 429,2024-04-19,10:09:00,Friday,True,259,64,5621,66,67,6,22,22,34,78,217,3.86,54,886,User_48,True,False,10
430,Sample tweet content number 430,2024-03-23,22:09:00,Saturday,False,149,35,3424,141,56,119,4,19,0,23,339,9.9,28,524,User_50,True,True,22
431,Sample tweet content number 431,2024-01-31,19:14:00,Wednesday,True,45,61,4945,75,90,88,28,23,40,91,344,6.96,85,835,User_100,True,False,19
432,Sample tweet content number 432,2024-04-06,00:51:00,Saturday,False,167,76,1080,138,14,49,14,1,33,48,249,23.06,18,994,User_9,False,True,0
433,Sample tweet content number 433,2024-03-05,00:33:00,Tuesday,True,263,56,7729,157,53,57,30,29,21,80,347,4.49,61,650,User_80,True,False,0
434,Sample tweet content number 434,2024-02-25,07:11:00,Sunday,False,151,29,9824,16,76,65,21,6,32,59,216,2.2,96,176,User_85,True,True,7
435,Sample tweet content number 435,2024-02-15,01:51:00,Thursday,True,121,68,7158,154,84,18,18,8,32,58,314,4.39,11,545,User_62,True,True,1
436,Sample tweet content number 436,2024-04-14,08:58:00,Sunday,False,217,79,7493,125,45,28,49,30,1,80,278,3.71,92,753,User_13,False,False,8
437,Sample tweet content number 437,2024-03-20,21:35:00,Wednesday,True,67,35,8114,29,42,94,30,26,40,96,261,3.22,61,75,User_77,False,True,21
438,Sample tweet content number 438,2024-01-22,15:54:00,Monday,True,227,44,2868,190,72,73,31,8,17,56,391,13.63,61,516,User_2,False,True,15
439,Sample tweet content number 439,2024-04-11,16:29:00,Thursday,True,274,63,9707,184,57,27,8,28,40,76,344,3.54,97,738,User_10,True,False,16
440,Sample tweet content number 440,2024-01-15,04:28:00,Monday,True,75,43,545,197,74,93,5,24,31,60,424,77.8,7,501,User_41,True,False,4
441,Sample tweet content number 441,2024-01-02,11:49:00,Tuesday,True,120,49,4011,32,8,70,24,7,40,71,181,4.51,92,95,User_80,False,False,11
442,Sample tweet content number 442,2024-03-06,04:07:00,Wednesday,True,47,29,5548,163,15,85,45,13,19,77,340,6.13,47,472,User_69,False,True,4
443,Sample tweet content number 443,2024-01-16,08:48:00,Tuesday,True,167,11,2172,82,37,104,32,10,3,45,268,12.34,26,851,User_67,False,True,8
444,Sample tweet content number 444,2024-02-26,07:02:00,Monday,True,76,23,639,148,65,35,6,7,1,14,262,41.0,86,792,User_19,False,False,7
445,Sample tweet content number 445,2024-03-10,11:21:00,Sunday,False,257,72,6991,92,25,128,47,9,7,63,308,4.41,3,622,User_10,False,False,11
446,Sample tweet content number 446,2024-04-16,15:37:00,Tuesday,True,122,64,1448,24,24,119,4,1,31,36,203,14.02,59,553,User_27,False,True,15
447,Sample tweet content number 447,2024-04-10,22:11:00,Wednesday,True,245,49,7087,11,56,36,16,22,13,51,154,2.17,1,789,User_56,False,False,22
448,Sample tweet content number 448,2024-03-20,05:02:00,Wednesday,True,188,9,1561,0,4,94,7,18,14,39,137,8.78,81,601,User_49,False,False,5
449,Sample tweet content number 449,2024-01-08,20:27:00,Monday,True,135,24,9084,153,55,105,31,16,6,53,366,4.03,61,791,User_95,False,True,20
450,Sample tweet content number 450,2024-02-17,04:54:00,Saturday,False,56,79,5001,41,64,47,43,8,7,58,210,4.2,58,875,User_24,True,False,4
451,Sample tweet content number 451,2024-04-01,22:49:00,Monday,True,203,28,4326,44,23,47,34,16,3,53,167,3.86,94,258,User_94,True,True,22
452,Sample tweet content number 452,2024-04-21,14:59:00,Sunday,False,119,16,2366,186,41,30,4,15,1,20,277,11.71,3,850,User_31,True,True,14
453,Sample tweet content number 453,2024-03-24,18:19:00,Sunday,False,66,33,6593,19,31,129,49,5,11,65,244,3.7,70,51,User_77,False,False,18
454,Sample tweet content number 454,2024-04-01,11:15:00,Monday,True,78,16,442,127,27,134,21,23,6,50,338,76.47,19,349,User_85,True,True,11
455,Sample tweet content number 455,2024-02-29,22:47:00,Thursday,True,144,10,547,138,62,110,1,1,36,38,348,63.62,84,54,User_68,True,False,22
456,Sample tweet content number 456,2024-01-03,17:08:00,Wednesday,True,119,70,5735,111,64,134,20,2,22,44,353,6.16,89,904,User_70,True,False,17
457,Sample tweet content number 457,2024-01-22,19:47:00,Monday,True,277,7,8327,31,83,52,25,0,35,60,226,2.71,75,135,User_73,False,False,19
458,Sample tweet content number 458,2024-02-06,03:00:00,Tuesday,True,123,55,5828,99,71,141,0,0,25,25,336,5.77,31,529,User_86,False,True,3
459,Sample tweet content number 459,2024-04-29,15:07:00,Monday,True,111,12,2278,199,94,51,18,0,39,57,401,17.6,36,462,User_5,True,True,15
460,Sample tweet content number 460,2024-02-21,13:58:00,Wednesday,True,204,50,1750,49,32,121,0,23,21,44,246,14.06,74,89,User_78,True,True,13
461,Sample tweet content number 461,2024-02-05,08:14:00,Monday,True,229,22,8514,165,6,78,44,6,25,75,324,3.81,95,435,User_36,True,True,8
462,Sample tweet content number 462,2024-04-24,03:35:00,Wednesday,True,79,69,5619,6,49,8,9,18,23,50,113,2.01,81,284,User_54,False,False,3
463,Sample tweet content number 463,2024-01-28,23:32:00,Sunday,False,134,22,6564,122,53,25,22,2,38,62,262,3.99,9,117,User_41,False,True,23
464,Sample tweet content number 464,2024-01-01,19:20:00,Monday,True,114,16,6052,119,35,118,30,26,37,93,365,6.03,90,896,User_62,True,True,19
465,Sample tweet content number 465,2024-01-13,03:31:00,Saturday,False,144,50,6083,170,66,92,22,6,15,43,371,6.1,55,431,User_6,True,False,3
466,Sample tweet content number 466,2024-04-25,10:17:00,Thursday,True,39,13,9591,149,79,75,16,7,3,26,329,3.43,85,941,User_51,True,False,10
467,Sample tweet content number 467,2024-02-06,11:17:00,Tuesday,True,268,80,8558,54,9,77,19,0,31,50,190,2.22,54,890,User_14,False,True,11
468,Sample tweet content number 468,2024-03-20,16:22:00,Wednesday,True,180,18,1307,122,82,130,46,19,39,104,438,33.51,62,712,User_11,False,False,16
469,Sample tweet content number 469,2024-04-16,22:42:00,Tuesday,True,257,63,2727,7,26,46,22,18,0,40,119,4.36,57,8,User_22,False,False,22
470,Sample tweet content number 470,2024-01-25,21:40:00,Thursday,True,116,48,5425,121,34,15,25,11,30,66,236,4.35,1,46,User_34,True,False,21
471,Sample tweet content number 471,2024-01-28,20:16:00,Sunday,False,189,28,7410,118,22,119,3,24,28,55,314,4.24,4,648,User_16,False,True,20
472,Sample tweet content number 472,2024-03-23,09:30:00,Saturday,False,255,60,3645,120,57,109,40,9,31,80,366,10.04,72,584,User_39,True,False,9
473,Sample tweet content number 473,2024-03-24,01:30:00,Sunday,False,149,36,732,32,7,101,20,12,2,34,174,23.77,9,745,User_52,False,True,1
474,Sample tweet content number 474,2024-04-24,03:23:00,Wednesday,True,276,73,6524,108,32,147,3,21,10,34,321,4.92,58,204,User_83,False,True,3
475,Sample tweet content number 475,2024-04-28,14:36:00,Sunday,False,78,25,5015,178,75,8,26,7,7,40,301,6.0,18,292,User_95,False,False,14
476,Sample tweet content number 476,2024-03-02,10:49:00,Saturday,False,123,73,2168,10,45,26,35,0,6,41,122,5.63,22,997,User_86,False,True,10
477,Sample tweet content number 477,2024-03-07,21:20:00,Thursday,True,98,53,298,106,40,62,44,28,23,95,303,101.68,88,349,User_22,True,True,21
478,Sample tweet content number 478,2024-01-02,23:45:00,Tuesday,True,198,79,6613,167,11,136,49,20,36,105,419,6.34,38,265,User_75,False,False,23
479,Sample tweet content number 479,2024-04-18,14:31:00,Thursday,True,120,6,6475,126,0,49,14,29,11,54,229,3.54,21,977,User_21,False,False,14
480,Sample tweet content number 480,2024-04-10,18:12:00,Wednesday,True,81,31,1477,57,13,124,18,10,10,38,232,15.71,2,430,User_17,False,False,18
481,Sample tweet content number 481,2024-01-24,07:29:00,Wednesday,True,227,52,6117,1,29,117,45,22,18,85,232,3.79,36,56,User_97,False,False,7
482,Sample tweet content number 482,2024-02-05,12:47:00,Monday,True,129,41,2497,135,14,91,49,15,4,68,308,12.33,23,190,User_33,True,False,12
483,Sample tweet content number 483,2024-01-09,02:07:00,Tuesday,True,179,13,8865,108,53,125,33,23,24,80,366,4.13,94,453,User_28,True,False,2
484,Sample tweet content number 484,2024-03-05,18:19:00,Tuesday,True,196,18,1092,135,47,77,47,20,7,74,333,30.49,48,547,User_100,True,True,18
485,Sample tweet content number 485,2024-01-02,10:16:00,Tuesday,True,146,42,2385,117,30,53,26,27,34,87,287,12.03,53,260,User_35,False,False,10
486,Sample tweet content number 486,2024-02-12,20:26:00,Monday,True,103,56,4344,58,82,94,1,30,22,53,287,6.61,8,885,User_18,False,True,20
487,Sample tweet content number 487,2024-03-26,00:39:00,Tuesday,True,199,73,4239,55,74,74,18,13,30,61,264,6.23,86,450,User_94,False,False,0
488,Sample tweet content number 488,2024-01-14,12:27:00,Sunday,False,182,43,1227,194,6,107,24,15,3,42,349,28.44,55,711,User_81,False,False,12
489,Sample tweet content number 489,2024-02-17,02:03:00,Saturday,False,69,9,4697,14,84,109,35,16,1,52,259,5.51,61,71,User_29,True,False,2
490,Sample tweet content number 490,2024-04-06,17:55:00,Saturday,False,179,73,9165,133,27,79,38,17,32,87,326,3.56,63,431,User_43,False,False,17
491,Sample tweet content number 491,2024-04-21,14:39:00,Sunday,False,195,36,5771,157,56,137,17,2,22,41,391,6.78,58,725,User_63,True,False,14
492,Sample tweet content number 492,2024-01-10,02:44:00,Wednesday,True,125,36,515,66,94,60,20,27,12,59,279,54.17,89,294,User_9,False,False,2
493,Sample tweet content number 493,2024-02-13,04:32:00,Tuesday,True,179,44,8877,111,80,17,3,3,7,13,221,2.49,72,761,User_60,True,False,4
494,Sample tweet content number 494,2024-01-17,00:18:00,Wednesday,True,67,31,9216,76,10,137,2,24,1,27,250,2.71,86,857,User_47,True,True,0
495,Sample tweet content number 495,2024-02-23,01:04:00,Friday,True,107,57,2464,158,79,128,8,4,12,24,389,15.79,10,837,User_60,True,True,1
496,Sample tweet content number 496,2024-01-20,04:16:00,Saturday,False,263,68,6800,134,10,115,24,6,39,69,328,4.82,5,840,User_71,False,True,4
497,Sample tweet content number 497,2024-01-17,04:28:00,Wednesday,True,143,13,3407,108,1,146,19,0,8,27,282,8.28,28,243,User_73,True,False,4
498,Sample tweet content number 498,2024-03-07,09:09:00,Thursday,True,197,54,805,189,65,110,22,9,29,60,424,52.67,77,133,User_31,True,False,9
499,Sample tweet content number 499,2024-03-05,05:47:00,Tuesday,True,225,38,2513,143,84,78,16,30,37,83,388,15.44,50,357,User_90,True,False,5
500,Sample tweet content number 500,2024-01-07,01:52:00,Sunday,False,267,27,3671,154,64,7,30,29,9,68,293,7.98,27,472,User_51,True,False,1
501,Sample tweet content number 501,2024-02-28,17:52:00,Wednesday,True,122,13,8894,57,91,12,7,21,2,30,190,2.14,68,627,User_91,False,True,17
502,Sample tweet content number 502,2024-04-11,21:41:00,Thursday,True,217,39,4783,144,14,1,31,23,40,94,253,5.29,77,758,User_42,True,False,21
503,Sample tweet content number 503,2024-01-28,01:15:00,Sunday,False,131,41,8636,7,68,135,6,5,11,22,232,2.69,35,492,User_61,False,True,1
504,Sample tweet content number 504,2024-02-25,10:06:00,Sunday,False,36,42,4148,69,87,12,49,18,14,81,249,6.0,19,283,User_89,True,True,10
505,Sample tweet content number 505,2024-04-27,23:41:00,Saturday,False,152,25,7695,175,5,25,34,4,14,52,257,3.34,46,955,User_37,True,False,23
506,Sample tweet content number 506,2024-02-02,09:38:00,Friday,True,157,20,3720,129,57,113,11,27,19,57,356,9.57,43,610,User_46,False,True,9
507,Sample tweet content number 507,2024-04-21,22:10:00,Sunday,False,236,40,5553,54,57,26,0,8,40,48,185,3.33,42,196,User_9,True,False,22
508,Sample tweet content number 508,2024-02-06,12:41:00,Tuesday,True,172,66,5359,47,98,22,8,16,15,39,206,3.84,43,630,User_82,False,False,12
509,Sample tweet content number 509,2024-03-27,00:33:00,Wednesday,True,62,50,6143,149,0,46,16,10,32,58,253,4.12,47,212,User_16,True,False,0
510,Sample tweet content number 510,2024-04-30,02:01:00,Tuesday,True,50,63,2795,11,4,138,10,15,10,35,188,6.73,96,830,User_95,False,False,2
511,Sample tweet content number 511,2024-03-25,03:03:00,Monday,True,67,7,4839,13,24,43,50,14,39,103,183,3.78,92,581,User_63,True,False,3
512,Sample tweet content number 512,2024-02-27,09:27:00,Tuesday,True,91,20,212,23,57,64,1,23,11,35,179,84.43,28,980,User_57,True,True,9
513,Sample tweet content number 513,2024-01-09,15:23:00,Tuesday,True,205,35,3247,99,60,6,26,0,7,33,198,6.1,42,289,User_80,True,False,15
514,Sample tweet content number 514,2024-02-27,08:25:00,Tuesday,True,150,44,6674,87,38,138,11,0,10,21,284,4.26,62,313,User_23,True,True,8
515,Sample tweet content number 515,2024-03-24,05:52:00,Sunday,False,234,51,9631,146,9,63,47,27,26,100,318,3.3,42,149,User_52,False,False,5
516,Sample tweet content number 516,2024-03-30,12:25:00,Saturday,False,94,79,2749,9,10,33,5,26,13,44,96,3.49,43,906,User_93,False,False,12
517,Sample tweet content number 517,2024-02-07,10:02:00,Wednesday,True,106,53,8366,185,86,28,19,21,38,78,377,4.51,4,451,User_92,True,True,10
518,Sample tweet content number 518,2024-03-25,17:30:00,Monday,True,34,44,7160,35,10,110,27,8,17,52,207,2.89,83,158,User_100,True,True,17
519,Sample tweet content number 519,2024-02-11,12:44:00,Sunday,False,174,40,616,58,40,143,33,1,21,55,296,48.05,49,304,User_43,True,True,12
520,Sample tweet content number 520,2024-04-15,22:50:00,Monday,True,238,64,1613,74,89,138,2,8,2,12,313,19.4,24,610,User_7,True,False,22
521,Sample tweet content number 521,2024-01-06,02:37:00,Saturday,False,205,26,5568,50,23,33,13,3,6,22,128,2.3,93,407,User_23,False,True,2
522,Sample tweet content number 522,2024-04-15,16:57:00,Monday,True,185,12,4132,200,10,22,25,17,15,57,289,6.99,49,179,User_93,True,True,16
523,Sample tweet content number 523,2024-04-13,16:13:00,Saturday,False,228,41,2296,84,35,134,35,4,28,67,320,13.94,50,387,User_95,True,True,16
524,Sample tweet content number 524,2024-01-08,16:23:00,Monday,True,69,6,6093,167,65,140,21,25,2,48,420,6.89,61,589,User_16,False,False,16
525,Sample tweet content number 525,2024-02-11,06:01:00,Sunday,False,108,42,1016,36,71,63,4,17,33,54,224,22.05,39,282,User_100,True,True,6
526,Sample tweet content number 526,2024-04-16,18:57:00,Tuesday,True,151,73,1443,85,66,24,9,5,24,38,213,14.76,83,698,User_72,False,False,18
527,Sample tweet content number 527,2024-04-11,19:02:00,Thursday,True,111,40,1440,86,18,46,20,19,6,45,195,13.54,40,598,User_77,True,True,19
528,Sample tweet content number 528,2024-01-09,22:29:00,Tuesday,True,208,12,6715,41,40,150,10,16,31,57,288,4.29,26,952,User_99,True,False,22
529,Sample tweet content number 529,2024-04-30,01:14:00,Tuesday,True,68,44,1373,132,75,86,40,15,33,88,381,27.75,37,220,User_19,False,False,1
530,Sample tweet content number 530,2024-01-10,05:59:00,Wednesday,True,124,48,6651,126,41,55,47,6,12,65,287,4.32,62,350,User_19,False,False,5
531,Sample tweet content number 531,2024-04-05,21:56:00,Friday,True,28,80,8992,81,11,128,6,2,8,16,236,2.62,66,574,User_69,True,True,21
532,Sample tweet content number 532,2024-04-16,06:25:00,Tuesday,True,170,9,5907,154,46,148,6,23,11,40,388,6.57,76,646,User_48,False,False,6
533,Sample tweet content number 533,2024-03-24,03:59:00,Sunday,False,163,71,9101,167,1,143,29,2,0,31,342,3.76,25,607,User_22,False,False,3
534,Sample tweet content number 534,2024-04-10,19:00:00,Wednesday,True,83,51,1437,25,3,125,14,2,32,48,201,13.99,92,917,User_44,False,False,19
535,Sample tweet content number 535,2024-03-12,20:41:00,Tuesday,True,246,72,4362,11,91,141,19,29,32,80,323,7.4,25,19,User_60,False,True,20
536,Sample tweet content number 536,2024-04-07,21:09:00,Sunday,False,198,16,1636,23,79,40,6,9,18,33,175,10.7,53,789,User_71,True,True,21
537,Sample tweet content number 537,2024-02-02,03:30:00,Friday,True,269,60,2197,60,58,139,37,8,14,59,316,14.38,42,435,User_14,False,False,3
538,Sample tweet content number 538,2024-02-29,18:26:00,Thursday,True,115,76,2275,63,44,60,14,17,21,52,219,9.63,34,443,User_80,True,False,18
539,Sample tweet content number 539,2024-02-14,10:05:00,Wednesday,True,146,24,8501,61,88,76,6,1,24,31,256,3.01,35,864,User_50,False,False,10
540,Sample tweet content number 540,2024-02-19,11:13:00,Monday,True,63,55,3921,107,50,106,33,3,31,67,330,8.42,6,437,User_15,True,False,11
541,Sample tweet content number 541,2024-01-12,22:28:00,Friday,True,67,10,7037,20,5,37,37,30,18,85,147,2.09,65,978,User_92,False,False,22
542,Sample tweet content number 542,2024-03-26,01:54:00,Tuesday,True,104,18,8910,156,4,130,45,20,35,100,390,4.38,71,551,User_28,False,True,1
543,Sample tweet content number 543,2024-04-12,09:54:00,Friday,True,257,47,6676,93,84,35,44,4,20,68,280,4.19,100,670,User_23,False,True,9
544,Sample tweet content number 544,2024-01-16,00:00:00,Tuesday,True,245,79,8350,17,61,38,31,25,24,80,196,2.35,24,439,User_38,False,True,0
545,Sample tweet content number 545,2024-04-22,03:43:00,Monday,True,235,11,5169,77,1,143,11,4,7,22,243,4.7,6,332,User_33,False,False,3
546,Sample tweet content number 546,2024-02-13,23:55:00,Tuesday,True,150,77,9923,33,37,112,41,15,27,83,265,2.67,99,599,User_50,True,False,23
547,Sample tweet content number 547,2024-02-28,02:06:00,Wednesday,True,258,51,6229,5,54,89,29,28,33,90,238,3.82,12,398,User_90,False,False,2
548,Sample tweet content number 548,2024-02-09,04:11:00,Friday,True,96,53,337,173,58,140,44,1,40,85,456,135.31,75,490,User_83,True,False,4
549,Sample tweet content number 549,2024-03-08,12:36:00,Friday,True,46,64,8204,199,56,13,49,30,40,119,387,4.72,30,877,User_62,False,True,12
550,Sample tweet content number 550,2024-04-11,21:14:00,Thursday,True,268,66,2411,140,88,17,27,30,28,85,330,13.69,29,246,User_32,True,False,21
551,Sample tweet content number 551,2024-02-28,15:59:00,Wednesday,True,47,21,4608,16,58,37,23,28,26,77,188,4.08,13,377,User_21,False,True,15
552,Sample tweet content number 552,2024-04-23,05:50:00,Tuesday,True,176,55,1293,128,65,103,23,2,5,30,326,25.21,12,628,User_64,True,False,5
553,Sample tweet content number 553,2024-04-29,06:05:00,Monday,True,63,21,1902,14,31,28,35,23,38,96,169,8.89,59,122,User_70,True,True,6
554,Sample tweet content number 554,2024-03-28,02:29:00,Thursday,True,159,45,2394,93,62,136,22,16,34,72,363,15.16,70,103,User_43,False,True,2
555,Sample tweet content number 555,2024-04-19,17:23:00,Friday,True,116,71,3408,110,100,31,12,9,8,29,270,7.92,51,754,User_34,True,True,17
556,Sample tweet content number 556,2024-04-19,08:17:00,Friday,True,26,67,3382,124,93,51,31,26,12,69,337,9.96,45,782,User_58,True,True,8
557,Sample tweet content number 557,2024-03-12,20:02:00,Tuesday,True,97,23,5692,71,49,142,4,27,5,36,298,5.24,8,615,User_24,False,True,20
558,Sample tweet content number 558,2024-02-14,05:00:00,Wednesday,True,189,44,8721,172,51,19,19,28,1,48,290,3.33,56,613,User_86,False,False,5
559,Sample tweet content number 559,2024-04-02,12:50:00,Tuesday,True,124,22,7751,39,29,10,21,29,18,68,146,1.88,85,532,User_29,False,False,12
